R
3.892405224922958e-08
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
6.0818831639421225e-12
6.0818831639421225e-12
0.0
0.0
7.906448113124759e-11
2.189477939019164e-10
4.014042888201801e-10
6.142701995581544e-10
8.332179934600708e-10
1.046083904198045e-09
1.2528679317720772e-09
1.4596519593461092e-09
1.6968454027398521e-09
1.970530145117248e-09
2.311115602298006e-09
2.688192358462418e-09
3.0774328809547135e-09
3.4423458707912415e-09
3.770767561644116e-09
4.062697953513337e-09
4.348546462218617e-09
4.67088626990755e-09
5.054044909235904e-09
5.5588412118431e-09
6.136620112417601e-09
6.714399012992103e-09
7.225277198763242e-09
7.638845253911306e-09
7.991594477419949e-09
8.36867123358436e-09
8.909958835175209e-09
9.706685529651627e-09
1.0892652746620342e-08
1.2358386589130393e-08
1.392751244542746e-08
1.5435819470085106e-08
1.6773833766152373e-08
1.7984128515776856e-08
1.9267405863368643e-08
2.0873023018649364e-08
2.2995600242865166e-08
2.587233097940979e-08
2.9284267434381317e-08
3.290298791692688e-08
3.638790696986572e-08
3.9513994916131967e-08
4.2317743054709285e-08
4.50910817774669e-08
4.82536610227168e-08
5.2127820598147924e-08
5.7023736545121345e-08
6.264339658860386e-08
6.849416819231619e-08
7.403476375466746e-08
7.892459781847693e-08
8.316975226690852e-08
8.715338573929061e-08
9.168438869642749e-08
9.595387067751487e-08
1.0134850104393152e-07
1.0822711090235006e-07
1.1664443720124595e-07
1.258767358441101e-07
1.341480969470714e-07
1.3881898321697894e-07
1.3706131898259967e-07
1.2682550961768508e-07
1.0757026752064432e-07
8.074308088449561e-08
4.868547472735669e-08
1.4030904459214476e-08
2.163934029730607e-08
4.344289144003858e-08
6.163988586655341e-08
7.632763370747364e-08
8.781022912099635e-08
9.651340392859754e-08
1.02875053718081e-07
1.0726617336244722e-07
1.0993003818825386e-07
1.1103694092409132e-07
1.1073284676589422e-07
1.0917588467592503e-07
1.065728386817578e-07
1.0317914787627811e-07
9.924416946920755e-08
9.496860560495624e-08
9.050450336262272e-08
8.59370091065022e-08
8.130869601874223e-08
7.664389163199862e-08
7.196692347892713e-08
6.732036474167536e-08
6.274070671922694e-08
5.826444071056553e-08
5.3934139897838744e-08
4.9768049930538384e-08
4.576617080866447e-08
4.193458441538093e-08
3.8285454517015664e-08
3.481878111356865e-08
3.154064608820385e-08
2.8451049440921247e-08
2.5562154938048742e-08
2.286179881325844e-08
2.03438991833864e-08
1.8008456048432624e-08
1.5855469408397114e-08
1.3872775496951981e-08
1.2060374314097228e-08
1.0406102093504971e-08
8.922122601503093e-09
7.590190188599769e-09
6.410304854794996e-09
5.370302833760894e-09
4.47018412549746e-09
3.6917030805128686e-09
3.0226959324792346e-09
2.4631626813965596e-09
1.988775794609074e-09
1.5934533889528362e-09
1.2711135812639034e-09
1.0035107220504501e-09
7.906448113124759e-10
6.203520827220965e-10
4.804687699514276e-10
3.7099487300046947e-10
2.919303918692219e-10
2.2502967706585853e-10
1.7029272859037944e-10
1.338014296067267e-10
1.094738969509582e-10
9.122824745913183e-11
7.906448113124759e-11
6.690071480336335e-11
4.865506531153698e-11
1.8245649491826367e-11
2.1651504063633956e-09
1.0241891248078533e-08
1.934038846133595e-08
2.820169223119962e-08
3.528100423402825e-08
3.921598264109881e-08
3.931937465488582e-08
3.585878313460275e-08
2.997152023190678e-08
2.3263203102078617e-08
1.7290793835087453e-08
1.2905756073885183e-08
1.043042962616074e-08
9.791831893946818e-09
1.0698032485374192e-08
1.2790200293770284e-08
1.5466228885904815e-08
1.7874654618825898e-08
1.885383780822058e-08
1.7655706824923983e-08
1.4097805174017839e-08
8.782239288732424e-09
2.937549568184045e-09
9.731013062307397e-10
5.6865607582858844e-09
1.0965635344587647e-08
1.6025762136987493e-08
2.008846009050083e-08
2.2436066991782488e-08
2.2296183679011818e-08
1.8835592158728753e-08
1.1415694698719364e-08
2.432753265576849e-11
4.743868867874855e-10
2.9557952176758717e-09
5.856853486876265e-09
8.73966610658483e-09
1.1166337488997736e-08
1.2875346658065474e-08
1.3848447964296213e-08
1.4298507318427931e-08
1.444447251436254e-08
1.4377571799559178e-08
1.4067395758198128e-08
1.3374061077508727e-08
1.2261076458507318e-08
1.0874407097128515e-08
9.572884100044901e-09
8.818730587716078e-09
8.964695783650688e-09
9.97428838886508e-09
1.1452185997703016e-08
1.2802364060098168e-08
1.3453125558639975e-08
1.318552269942652e-08
1.2163766327884244e-08
1.0892652746620342e-08
1.0035107220504502e-08
1.0211481832258822e-08
1.1719788856916469e-08
1.4505291346001962e-08
1.8148339361203294e-08
2.186436997437193e-08
2.4619463047637708e-08
2.5373616559966533e-08
2.3451741480160827e-08
1.848284293522011e-08
1.1592069310473684e-08
4.38503776120227e-09
8.757911756076656e-10
1.788073650198984e-09
1.7150910522316783e-09
3.1625792452499036e-10
1.4839794920018779e-09
3.5335741182503728e-09
5.345975301105125e-09
6.708317129828161e-09
7.687500319222842e-09
8.465981364207434e-09
9.25662617551991e-09
1.0187154299603054e-08
1.1227156320637157e-08
1.2163766327884244e-08
1.2802364060098168e-08
1.2844937242245763e-08
1.221242139319578e-08
1.0971717227751588e-08
9.360018189306927e-09
7.584108305435827e-09
5.741297706761363e-09
3.7525219121522894e-09
1.3197686465754405e-09
3.1078422967744247e-09
6.428550504286824e-09
9.445164553602115e-09
1.1877917819178966e-08
1.349569874078757e-08
1.4140378356165434e-08
1.378154724949285e-08
1.2510433668228946e-08
1.0564231055767467e-08
8.289606752453113e-09
5.9419998511714535e-09
3.801176977463826e-09
2.134740990543685e-09
1.1190665021653505e-09
8.149723439682444e-10
1.0825752031816978e-09
1.6603541037561995e-09
2.29286995280618e-09
2.834157554397029e-09
3.2416437263811513e-09
3.6004748330537365e-09
4.032288537693627e-09
4.591821788776302e-09
5.181764455678688e-09
5.552759328679158e-09
5.510186146531563e-09
5.017553610252251e-09
4.232990682103717e-09
3.3571995064960514e-09
2.5057358635441544e-09
1.6542722205922575e-09
6.203520827220965e-10
4.397201527530155e-09
1.7868572735661954e-08
2.5714202017147295e-08
3.103584978559665e-08
3.604123962952101e-08
4.159399895820017e-08
4.633178594291109e-08
5.000524337393213e-08
5.382466600088778e-08
5.974233831940347e-08
6.896247319593973e-08
8.200811258259557e-08
9.914077745542052e-08
1.2076187210323478e-07
1.475160761414162e-07
1.7256127101052985e-07
1.9122048855750429e-07
2.0095758350297562e-07
2.00495360382516e-07
1.8861744256333704e-07
1.6537248511075027e-07
1.3326014200513585e-07
9.708510094600809e-08
6.248526762634137e-08
3.4782289814585e-08
1.4328916734247639e-08
8.45381759787955e-10
3.551819767742199e-09
1.0923062162440052e-08
1.493102316747791e-08
1.754015104480908e-08
1.911535878427009e-08
1.8245649491826366e-08
1.4383653682723119e-08
8.79440305506031e-09
3.7525219121522894e-09
1.0704114368538136e-09
1.3015229970836143e-09
3.831586393283537e-09
7.62668148758342e-09
1.1196746904817447e-08
1.261382568201596e-08
1.125756573645687e-08
8.247033570305518e-09
5.643987576138289e-09
5.291238352629646e-09
7.96726694476418e-09
1.3507862507115454e-08
2.1067643279895512e-08
2.8961927626692385e-08
3.515328468758546e-08
3.8619958091032475e-08
3.982417095749302e-08
4.0225575246313197e-08
4.1332477982150656e-08
4.413014423756404e-08
4.908079713301293e-08
5.675613368590788e-08
6.682773220539604e-08
7.810354359134473e-08
8.87833304272271e-08
9.648907639594177e-08
9.859340797066575e-08
9.299807545983898e-08
7.915570937870672e-08
5.643987576138289e-08
3.034859698807119e-08
7.121885184976226e-09
1.046083904198045e-09
9.074169680601647e-09
1.0959553461423704e-08
6.702235246664219e-09
7.608435838091595e-09
1.5375000638445685e-08
2.0696648406895044e-08
2.3999110964915615e-08
2.6121688189131416e-08
2.7295491639772245e-08
2.7137362677509748e-08
2.4741100710916554e-08
1.9814775348123434e-08
1.2559088733540482e-08
3.3389538570042254e-09
5.370302833760894e-09
