HR.csv,BVP.csv,EDA.csv,TEMP.csv,Label,Participant
3.4072125870674927,0.09811997681678482,-0.9675492701750326,1.3057833082997916,0,35
3.4064756284219366,-0.02219246131418976,-0.15306267884480118,2.606911482984808,1,35
1.4860820813439657,0.0111364360055197,-0.5347333284079937,2.2506830061622,1,35
1.031147211484549,-0.007611487150866859,-0.3938395959413223,2.525187941140093,1,35
0.7383750314264849,0.0044983611683315815,-0.4671802426174998,2.3465633737081015,1,35
0.5428140825114799,0.0009178362605604888,-0.42559424303503623,2.4585012005757254,1,35
0.4039490553306277,0.018492760045518256,-0.5146255204857255,2.353292531594384,1,35
0.33560775676751203,0.02668451188670534,-0.4475031146894111,2.4667281884401433,1,35
0.2168439085920086,0.04921868855760585,-0.5102934192026161,2.4090615034665883,1,35
0.13137085494122314,0.06251379364787003,-0.4990630133984139,2.429836264935306,1,35
0.04401831348920788,0.09211901451328917,-0.45037066681029436,2.3234254920682775,1,35
-0.013141154778844576,0.11183154945995932,-0.4489100376337629,2.4089134982569456,1,35
-0.06815105608763698,0.17631520079288318,-0.5370163441650833,2.246922571341987,1,35
-0.11016410328057394,0.24387431717799515,-0.40604238592415154,2.1725715078444816,1,35
-0.15105668939457698,0.3700751432405803,-0.348267885337135,2.024694806100261,1,35
-0.20121277873789137,0.5375470695233663,-0.3533739573023238,2.08170994139112,1,35
-0.24407083875456656,0.7196511012682065,-0.5371706988199345,2.0212082996567267,1,35
-0.2829758251443231,1.0058252276867137,-0.4376044842674216,2.08275919741439,1,35
-0.26390074379263945,1.2048763194957277,-0.48219639120166796,1.944043153718905,1,35
-0.2475058633393608,1.6075779466034539,-0.4516704895263913,1.8241206821369509,1,35
-0.2315761618713439,1.5838670408161666,-0.47757232737021144,1.6710518257924307,1,35
-0.21821792702533907,0.17275497178043447,-0.46779824177094453,1.7031361827518672,1,35
-0.2185741582968603,-1.6041786912054388,-0.47334976334472784,1.7185924911185662,1,35
-0.22845396894942702,-3.159746083514463,-0.4513641632327728,1.6931541228071154,1,35
-0.24392083297558845,-4.1414578967864975,-0.45627331605532234,1.7234535225471108,1,35
-0.25981354679808827,-3.9427307014557487,-0.42172386355790337,1.7184179054462836,1,35
-0.2732046656954591,-2.4967551226862397,-0.4341791894652274,1.7104879587527042,1,35
-0.2830391695576042,-0.7699668457469128,-0.37712114847077377,1.750828094277481,1,35
-0.29442852176061496,0.5645759544879146,-0.35094987615570844,1.7208679329790284,1,35
-0.30017881368865185,1.2318813600288747,-0.2854467761781076,1.7895718923065556,1,35
-0.30653837446434046,1.412686349293215,-0.23342192303559983,1.8669864388295518,1,35
-0.30820784824135666,1.3154189051288707,-0.21138362912109657,2.011728541065216,1,35
-0.3054460821614902,1.102066782586891,-0.20604261577479682,1.975255174447169,1,35
-0.3011162799056294,0.8769849687667532,-0.23214503355472224,1.9217408015592197,1,35
-0.30353423279142244,0.6694349032737333,-0.2637628813627126,1.925227553866472,1,35
-0.31130413741598995,0.5013344902302995,-0.2681121806130847,1.8575335758259834,1,35
-0.3135817353310119,0.3759951866492468,-0.2486979481577611,1.7905504144479492,1,35
-0.31531681889924035,0.2958817631847995,-0.24924569389380596,1.8665093639600852,1,35
-0.31764927798064807,0.2579621404966642,-0.2645936020188418,1.9027621725118067,1,35
-0.32349167215507263,0.26130920869405555,-0.29898241100858747,1.933592776165851,1,35
-0.340097455277185,0.27943312362640527,-0.2850153210839895,1.8878755073097022,1,35
-0.35267055443065265,0.246772876811567,-0.24765323650736645,1.9107534172331722,1,35
-0.3396797205420302,0.11898129604019161,-0.22821733216474865,1.931158930604165,1,35
-0.33140468839528103,-0.042499902083603415,-0.19121137764073218,1.93541190179707,1,35
-0.32355573511535807,-0.12992677553149307,-0.21009672283340122,1.9113747431769168,1,35
-0.30682637095133847,-0.11691270626860921,-0.21819929120583817,1.9328422316407843,1,35
-0.2613220073364464,-0.05669735313994325,-0.2417486875814181,1.8871521518375989,1,35
